,Date,Airline,Flight_Number,Aircraft_Model,Origin_Airport,Origin_City,Destination_Airport,Destination_City,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Flight_Duration_Minutes,Passenger_Count,Available_Seats,Load_Factor,Passenger_Category,Departure_Delay_Minutes,Arrival_Delay_Minutes,Flight_Status,Delay_Reason,Cancellation_Reason,Ticket_Price_INR,Revenue_INR
FL03819,16-05-2025,IndiGo,6E 960,Airbus A320neo,GOI,Goa,BLR,Bengaluru,16:19,16:26,17:24,17:38,65,129,180,0.7167,Family,7,14,On Time,,,2570,331530
FL03837,16-05-2025,Akasa Air,QP 285,Boeing 737 MAX 8,PNQ,Pune,HYD,Hyderabad,14:33,14:33,15:52,15:55,79,130,189,0.6878,Student,0,3,On Time,,,2660,345800
FL04220,16-05-2025,IndiGo,6E 440,ATR 72,BOM,Mumbai,GOI,Goa,14:39,16:26,15:43,17:28,64,62,70,0.8857,Family,107,105,Delayed,Weather,,2530,156860
FL04265,16-05-2025,Air India Express,IX 473,Boeing 737-800,BOM,Mumbai,PNQ,Pune,17:40,19:42,18:25,20:35,45,140,180,0.7778,Student,122,130,Delayed,Late Arrival of Aircraft,,1800,252000
FL04790,16-05-2025,Air India,AI 427,Airbus A320,GAU,Guwahati,BLR,Bengaluru,16:32,19:07,19:50,22:27,198,158,174,0.908,Business,155,157,Delayed,Air Traffic,,14520,2294160
FL00531,17-05-2025,Air India Express,IX 262,Boeing 737-800,HYD,Hyderabad,MAA,Chennai,08:41,08:47,10:01,10:09,80,153,180,0.85,Leisure,6,8,On Time,,,2610,399330
FL01128,17-05-2025,IndiGo,6E 992,Airbus A320neo,DEL,Delhi,BOM,Mumbai,12:36,12:44,14:50,14:57,134,170,180,0.9444,Leisure,8,7,On Time,,,7710,1310700
FL02010,17-05-2025,Air India,AI 920,Boeing 787-8,CCU,Kolkata,MAA,Chennai,10:47,10:53,13:05,13:13,138,200,256,0.7812,Business,6,8,On Time,,,9230,1846000
FL02787,17-05-2025,Air India Express,IX 888,Boeing 737-800,AMD,Ahmedabad,DEL,Delhi,10:15,10:18,11:45,11:50,90,121,180,0.6722,Family,3,5,On Time,,,3580,433180
FL04099,17-05-2025,SpiceJet,SG 238,Bombardier Q400,COK,Kochi,DEL,Delhi,14:32,15:31,17:56,19:00,204,64,78,0.8205,Student,59,64,Delayed,Weather,,10760,688640
FL04661,17-05-2025,Air India Express,IX 608,Boeing 737-800,HYD,Hyderabad,PNQ,Pune,19:03,19:05,20:18,20:24,75,169,180,0.9389,Family,2,6,On Time,,,2760,466440
FL01794,18-05-2025,IndiGo,6E 789,Airbus A320neo,COK,Kochi,HYD,Hyderabad,17:34,20:23,19:11,22:18,97,147,180,0.8167,Business,169,187,Delayed,Technical Issue,,4830,710010
FL02701,18-05-2025,Air India,AI 404,Boeing 787-8,BOM,Mumbai,AMD,Ahmedabad,06:26,09:26,07:28,10:09,62,216,256,0.8438,Leisure,180,161,Delayed,Late Arrival of Aircraft,,3040,656640
FL03129,18-05-2025,Air India,AI 559,Airbus A320,COK,Kochi,JAI,Jaipur,16:32,16:32,19:46,19:46,194,128,174,0.7356,Family,0,0,On Time,,,11260,1441280
FL04300,18-05-2025,Air India,AI 247,Boeing 787-8,BOM,Mumbai,DEL,Delhi,09:39,12:21,11:42,14:19,123,250,256,0.9766,Family,162,157,Delayed,Technical Issue,,7800,1950000
FL01359,19-05-2025,IndiGo,6E 420,Airbus A321neo,CCU,Kolkata,BOM,Mumbai,15:00,16:37,17:44,19:25,164,159,220,0.7227,Family,97,101,Delayed,Technical Issue,,8930,1419870
FL01634,19-05-2025,IndiGo,6E 665,ATR 72,COK,Kochi,HYD,Hyderabad,17:19,17:22,18:55,18:57,96,59,70,0.8429,Student,3,2,On Time,,,4850,286150
FL02336,19-05-2025,Air India,AI 242,Airbus A321,GAU,Guwahati,BLR,Bengaluru,13:50,13:51,17:14,17:22,204,152,190,0.8,Leisure,1,8,On Time,,,13260,2015520
FL02533,19-05-2025,IndiGo,6E 632,Airbus A321neo,HYD,Hyderabad,GAU,Guwahati,08:22,08:29,11:20,11:30,178,169,220,0.7682,Student,7,10,On Time,,,9180,1551420
FL03166,19-05-2025,Air India Express,IX 990,Boeing 737-800,PNQ,Pune,AMD,Ahmedabad,19:04,19:47,20:11,20:48,67,116,180,0.6444,Leisure,43,37,Delayed,Late Arrival of Aircraft,,1960,227360
FL04148,19-05-2025,SpiceJet,SG 250,Boeing 737-800,MAA,Chennai,CCU,Kolkata,20:29,20:31,22:57,22:59,148,145,189,0.7672,Leisure,2,2,On Time,,,7390,1071550
FL04638,19-05-2025,Air India,AI 365,Airbus A320,GOI,Goa,PNQ,Pune,21:24,21:24,22:23,22:23,59,114,174,0.6552,Leisure,0,0,On Time,,,1870,213180
FL02428,20-05-2025,SpiceJet,SG 664,Bombardier Q400,BOM,Mumbai,AMD,Ahmedabad,06:18,06:27,07:21,07:28,63,55,78,0.7051,Family,9,7,On Time,,,2130,117150
FL02786,20-05-2025,IndiGo,6E 864,Airbus A321neo,CJB,Coimbatore,BOM,Mumbai,10:32,10:37,12:32,12:35,120,168,220,0.7636,Student,5,3,On Time,,,5920,994560
FL03399,20-05-2025,Air India,AI 654,Airbus A321,CJB,Coimbatore,MAA,Chennai,09:43,09:47,10:44,10:53,61,128,190,0.6737,Senior Citizen,4,9,On Time,,,2300,294400
FL03451,20-05-2025,IndiGo,6E 659,Airbus A321neo,NAG,Nagpur,MAA,Chennai,05:36,05:37,07:43,07:43,127,138,220,0.6273,Senior Citizen,1,0,On Time,,,4720,651360
FL04356,20-05-2025,Akasa Air,QP 437,Boeing 737 MAX 8,HYD,Hyderabad,BOM,Mumbai,10:40,10:47,11:56,12:09,76,167,189,0.8836,Family,7,13,On Time,,,3690,616230
FL04895,20-05-2025,IndiGo,6E 975,Airbus A320neo,CCU,Kolkata,JAI,Jaipur,10:19,10:23,12:39,12:48,140,119,180,0.6611,Business,4,9,On Time,,,7160,852040
FL04950,20-05-2025,Air India,AI 512,Airbus A321,CCU,Kolkata,GAU,Guwahati,05:29,08:23,06:37,09:10,68,135,190,0.7105,Leisure,174,153,Delayed,Technical Issue,,2860,386100
FL00807,21-05-2025,IndiGo,6E 754,ATR 72,AMD,Ahmedabad,BOM,Mumbai,21:29,21:38,22:45,22:58,76,48,70,0.6857,Senior Citizen,9,13,On Time,,,2460,118080
FL01988,21-05-2025,IndiGo,6E 948,Airbus A320neo,DEL,Delhi,AMD,Ahmedabad,07:04,07:40,08:39,09:09,95,151,180,0.8389,Student,36,30,Delayed,Crew,,3760,567760
FL02556,21-05-2025,IndiGo,6E 652,Airbus A321neo,GAU,Guwahati,LKO,Lucknow,07:20,07:28,09:14,09:26,114,151,220,0.6864,Family,8,12,On Time,,,5630,850130
FL02813,21-05-2025,IndiGo,6E 885,ATR 72,AMD,Ahmedabad,BOM,Mumbai,13:08,13:11,14:10,14:10,62,57,70,0.8143,Leisure,3,0,On Time,,,2610,148770
FL00211,22-05-2025,IndiGo,6E 292,Airbus A320neo,MAA,Chennai,CCU,Kolkata,09:17,10:09,11:45,12:39,148,111,180,0.6167,Business,52,54,Delayed,Crew,,7720,856920
FL00333,22-05-2025,Air India,AI 196,Airbus A320,BLR,Bengaluru,COK,Kochi,08:43,08:44,09:42,09:45,59,94,174,0.5402,Family,1,3,On Time,,,1800,169200
FL01804,22-05-2025,Air India Express,IX 608,Boeing 737-8,HYD,Hyderabad,GOI,Goa,07:00,07:05,08:14,08:18,74,169,189,0.8942,Business,5,4,On Time,,,2610,441090
FL02380,22-05-2025,IndiGo,6E 493,Airbus A321neo,HYD,Hyderabad,COK,Kochi,14:51,14:59,16:31,16:37,100,216,220,0.9818,Business,8,6,On Time,,,5100,1101600
FL03367,22-05-2025,IndiGo,6E 581,Airbus A320neo,BOM,Mumbai,MAA,Chennai,14:54,14:58,16:53,16:56,119,172,180,0.9556,Family,4,3,On Time,,,6680,1148960
FL03616,22-05-2025,IndiGo,6E 805,ATR 72,PNQ,Pune,BOM,Mumbai,12:58,13:05,13:43,13:57,45,56,70,0.8,Business,7,14,On Time,,,1800,100800
FL03963,22-05-2025,Akasa Air,QP 324,Boeing 737 MAX 8,AMD,Ahmedabad,BOM,Mumbai,22:06,22:11,23:12,23:12,66,132,189,0.6984,Family,5,0,On Time,,,2030,267960
FL00092,23-05-2025,IndiGo,6E 181,Airbus A320neo,GOI,Goa,DEL,Delhi,16:27,16:35,19:14,19:20,167,147,180,0.8167,Leisure,8,6,On Time,,,9110,1339170
FL03224,23-05-2025,IndiGo,6E 449,Airbus A321neo,GAU,Guwahati,NAG,Nagpur,10:35,10:40,13:00,13:00,145,194,220,0.8818,Business,5,0,On Time,,,7730,1499620
FL03262,23-05-2025,IndiGo,6E 491,Airbus A320neo,DEL,Delhi,CJB,Coimbatore,05:52,05:52,09:08,09:10,196,144,180,0.8,Leisure,0,2,On Time,,,11430,1645920
FL04068,23-05-2025,Akasa Air,QP 363,Boeing 737 MAX 8,COK,Kochi,PNQ,Pune,10:22,10:24,12:25,12:25,123,143,189,0.7566,Family,2,0,On Time,,,5700,815100
FL04873,23-05-2025,Akasa Air,QP 561,Boeing 737 MAX 8,PNQ,Pune,MAA,Chennai,11:47,11:55,13:49,13:58,122,154,189,0.8148,Business,8,9,On Time,,,5280,813120
FL04888,23-05-2025,Akasa Air,QP 569,Boeing 737 MAX 8,GOI,Goa,BLR,Bengaluru,12:32,12:38,13:47,13:54,75,144,189,0.7619,Leisure,6,7,On Time,,,2970,427680
FL00004,24-05-2025,IndiGo,6E 105,Airbus A320neo,BOM,Mumbai,GOI,Goa,08:56,09:02,09:54,10:01,58,124,180,0.6889,Business,6,7,On Time,,,2160,267840
FL00433,24-05-2025,IndiGo,6E 482,Airbus A321neo,PNQ,Pune,MAA,Chennai,08:23,08:31,10:15,10:19,112,162,220,0.7364,Family,8,4,On Time,,,4890,792180
FL02435,24-05-2025,Air India Express,IX 779,Boeing 737-8,DEL,Delhi,BOM,Mumbai,21:44,21:49,23:51,23:54,127,187,189,0.9894,Business,5,3,On Time,,,7310,1366970
FL02577,24-05-2025,Air India,AI 352,Airbus A321,GAU,Guwahati,BLR,Bengaluru,09:27,09:34,12:52,12:55,205,157,190,0.8263,Business,7,3,On Time,,,13740,2157180
FL02930,24-05-2025,Air India,AI 464,Airbus A321,AMD,Ahmedabad,DEL,Delhi,09:49,09:52,11:32,11:33,103,158,190,0.8316,Senior Citizen,3,1,On Time,,,4930,778940
FL03790,24-05-2025,Air India Express,IX 355,Boeing 737-8,GOI,Goa,GAU,Guwahati,13:56,14:46,17:33,19:33,217,115,189,0.6085,Senior Citizen,50,120,Diverted,Late Arrival of Aircraft,,9860,1133900
FL00102,25-05-2025,Akasa Air,QP 120,Boeing 737 MAX 8,HYD,Hyderabad,DEL,Delhi,05:54,08:14,08:04,10:16,130,144,189,0.7619,Business,140,132,Delayed,Air Traffic,,6680,961920
FL00466,25-05-2025,Akasa Air,QP 197,Boeing 737 MAX 8,GOI,Goa,PNQ,Pune,07:04,07:08,08:01,08:07,57,105,189,0.5556,Leisure,4,6,On Time,,,1800,189000
FL00736,25-05-2025,Air India,AI 397,Boeing 787-8,NAG,Nagpur,AMD,Ahmedabad,15:05,15:07,16:31,16:32,86,161,256,0.6289,Business,2,1,On Time,,,4170,671370
FL02261,25-05-2025,IndiGo,6E 380,Airbus A321neo,LKO,Lucknow,PNQ,Pune,06:39,06:43,08:49,08:49,130,162,220,0.7364,Leisure,4,0,On Time,,,6790,1099980
FL02758,25-05-2025,IndiGo,6E 839,Airbus A321neo,DEL,Delhi,MAA,Chennai,17:15,20:13,20:15,23:16,180,146,220,0.6636,Family,178,181,Delayed,Late Arrival of Aircraft,,10660,1556360
FL03014,25-05-2025,IndiGo,6E 261,ATR 72,HYD,Hyderabad,PNQ,Pune,22:00,22:30,23:22,23:51,82,62,70,0.8857,Family,30,29,Delayed,Weather,,2750,170500
FL03392,25-05-2025,Akasa Air,QP 978,Boeing 737 MAX 8,MAA,Chennai,HYD,Hyderabad,18:02,18:06,19:16,19:16,74,166,189,0.8783,Student,4,0,On Time,,,2940,488040
FL04183,25-05-2025,Air India,AI 997,Airbus A321,HYD,Hyderabad,CJB,Coimbatore,16:09,16:12,17:38,17:38,89,122,190,0.6421,Business,3,0,On Time,,,5150,628300
FL04211,25-05-2025,Akasa Air,QP 400,Boeing 737 MAX 8,NAG,Nagpur,CCU,Kolkata,09:01,09:10,10:59,11:06,118,134,189,0.709,Leisure,9,7,On Time,,,5210,698140
FL00043,26-05-2025,Air India Express,IX 117,Boeing 737-800,HYD,Hyderabad,BLR,Bengaluru,10:46,12:29,11:59,13:47,73,147,180,0.8167,Family,103,108,Delayed,Air Traffic,,2430,357210
FL00674,26-05-2025,Akasa Air,QP 277,Boeing 737 MAX 8,CCU,Kolkata,GAU,Guwahati,12:24,12:32,13:39,13:48,75,124,189,0.6561,Student,8,9,On Time,,,2360,292640
FL03194,26-05-2025,IndiGo,6E 431,Airbus A321neo,NAG,Nagpur,DEL,Delhi,14:05,14:12,15:45,15:52,100,171,220,0.7773,Family,7,7,On Time,,,4820,824220
FL03485,26-05-2025,IndiGo,6E 698,Airbus A321neo,GOI,Goa,BLR,Bengaluru,08:02,08:09,09:11,09:17,69,183,220,0.8318,Business,7,6,On Time,,,2840,519720
FL04280,26-05-2025,Air India,AI 236,Airbus A320,NAG,Nagpur,DEL,Delhi,17:52,18:00,19:36,19:40,104,104,174,0.5977,Leisure,8,4,On Time,,,4270,444080
FL04605,26-05-2025,SpiceJet,SG 392,Boeing 737-800,BOM,Mumbai,NAG,Nagpur,19:31,19:38,20:49,21:01,78,136,189,0.7196,Family,7,12,On Time,,,3380,459680
FL00491,27-05-2025,IndiGo,6E 535,Airbus A321neo,HYD,Hyderabad,BOM,Mumbai,09:19,09:19,10:36,10:41,77,172,220,0.7818,Family,0,5,On Time,,,3400,584800
FL01060,27-05-2025,IndiGo,6E 931,Airbus A321neo,LKO,Lucknow,AMD,Ahmedabad,21:59,22:06,23:45,23:52,106,151,220,0.6864,Student,7,7,On Time,,,4650,702150
FL03212,27-05-2025,IndiGo,6E 443,ATR 72,CJB,Coimbatore,BLR,Bengaluru,17:29,19:28,18:22,20:15,53,48,70,0.6857,Family,119,113,Delayed,Weather,,1800,86400
FL00597,28-05-2025,IndiGo,6E 599,ATR 72,GAU,Guwahati,AMD,Ahmedabad,10:31,,13:49,,198,0,70,0,Family,0,0,Cancelled,,Weather,10770,0
FL02284,28-05-2025,IndiGo,6E 400,Airbus A321neo,BOM,Mumbai,CCU,Kolkata,15:38,15:39,18:34,18:38,176,130,220,0.5909,Student,1,4,On Time,,,8820,1146600
FL04062,28-05-2025,IndiGo,6E 319,Airbus A320neo,GAU,Guwahati,GOI,Goa,10:57,11:00,14:37,14:44,220,143,180,0.7944,Leisure,3,7,On Time,,,12580,1798940
FL04560,28-05-2025,IndiGo,6E 715,ATR 72,PNQ,Pune,GOI,Goa,15:26,15:34,16:18,16:26,52,44,70,0.6286,Business,8,8,On Time,,,1800,79200
FL04993,28-05-2025,IndiGo,6E 254,Airbus A321neo,HYD,Hyderabad,AMD,Ahmedabad,20:07,20:12,21:59,22:05,112,152,220,0.6909,Leisure,5,6,On Time,,,4350,661200
FL00055,29-05-2025,Akasa Air,QP 109,Boeing 737 MAX 8,GOI,Goa,JAI,Jaipur,08:44,10:29,10:56,12:56,132,90,189,0.4762,Leisure,105,120,Delayed,Weather,,5810,522900
FL01421,29-05-2025,Air India Express,IX 489,Boeing 737-8,HYD,Hyderabad,MAA,Chennai,08:11,08:19,09:22,09:36,71,146,189,0.7725,Senior Citizen,8,14,On Time,,,2380,347480
FL01534,29-05-2025,Air India Express,IX 519,Boeing 737-800,DEL,Delhi,PNQ,Pune,22:23,22:30,00:32,00:37,129,178,180,0.9889,Family,7,5,On Time,,,7210,1283380
FL02227,29-05-2025,IndiGo,6E 353,Airbus A321neo,DEL,Delhi,MAA,Chennai,10:35,10:44,13:36,13:45,181,173,220,0.7864,Leisure,9,9,On Time,,,9930,1717890
FL02911,29-05-2025,Air India,AI 458,Airbus A320,CJB,Coimbatore,CCU,Kolkata,13:53,13:53,17:03,17:03,190,118,174,0.6782,Student,0,0,On Time,,,8400,991200
FL03275,29-05-2025,Air India,AI 612,Boeing 787-8,BLR,Bengaluru,AMD,Ahmedabad,07:57,07:59,10:11,10:13,134,176,256,0.6875,Leisure,2,2,On Time,,,6790,1195040
FL03482,29-05-2025,IndiGo,6E 691,Airbus A321neo,BOM,Mumbai,JAI,Jaipur,17:15,17:20,19:05,19:08,110,149,220,0.6773,Student,5,3,On Time,,,4110,612390
FL03535,29-05-2025,Air India,AI 713,Airbus A320,AMD,Ahmedabad,PNQ,Pune,10:44,10:44,12:01,12:04,77,154,174,0.8851,Student,0,3,On Time,,,2640,406560
FL03777,29-05-2025,Air India,AI 818,Boeing 787-8,MAA,Chennai,CCU,Kolkata,17:24,17:25,19:44,19:44,140,202,256,0.7891,Leisure,1,0,On Time,,,8730,1763460
FL03903,29-05-2025,Air India Express,IX 382,Boeing 737-8,GOI,Goa,HYD,Hyderabad,09:09,12:00,10:17,13:32,68,131,189,0.6931,Senior Citizen,171,195,Delayed,Ground Operations,,2380,311780
FL04824,29-05-2025,SpiceJet,SG 445,Bombardier Q400,MAA,Chennai,CCU,Kolkata,20:35,20:41,23:00,23:11,145,49,78,0.6282,Family,6,11,On Time,,,5900,289100
FL00532,30-05-2025,IndiGo,6E 563,Airbus A320neo,JAI,Jaipur,HYD,Hyderabad,06:10,06:18,08:20,08:26,130,138,180,0.7667,Senior Citizen,8,6,On Time,,,7030,970140
FL01387,30-05-2025,IndiGo,6E 442,ATR 72,BLR,Bengaluru,GOI,Goa,14:51,14:53,16:03,16:03,72,61,70,0.8714,Business,2,0,On Time,,,2950,179950
FL02739,30-05-2025,IndiGo,6E 815,Airbus A321neo,BOM,Mumbai,DEL,Delhi,07:51,07:57,09:46,09:56,115,183,220,0.8318,Student,6,10,On Time,,,7110,1301130
FL03036,30-05-2025,Air India Express,IX 956,Boeing 737-800,LKO,Lucknow,DEL,Delhi,15:15,15:15,16:24,16:25,69,147,180,0.8167,Leisure,0,1,On Time,,,2260,332220
FL03848,30-05-2025,IndiGo,6E 976,Airbus A321neo,COK,Kochi,MAA,Chennai,07:17,07:25,08:25,08:33,68,170,220,0.7727,Leisure,8,8,On Time,,,2790,474300
FL03859,30-05-2025,Air India,AI 855,Airbus A320,BLR,Bengaluru,PNQ,Pune,21:37,21:40,23:04,23:11,87,168,174,0.9655,Student,3,7,On Time,,,4790,804720
FL04172,30-05-2025,IndiGo,6E 399,Airbus A320neo,PNQ,Pune,GOI,Goa,09:29,09:29,10:29,10:29,60,145,180,0.8056,Family,0,0,On Time,,,2300,333500
FL00800,31-05-2025,Akasa Air,QP 327,Boeing 737 MAX 8,HYD,Hyderabad,NAG,Nagpur,20:12,20:20,21:23,21:37,71,150,189,0.7937,Leisure,8,14,On Time,,,2340,351000
FL01410,31-05-2025,IndiGo,6E 460,ATR 72,BLR,Bengaluru,HYD,Hyderabad,12:57,13:21,13:59,14:31,62,69,70,0.9857,Leisure,24,32,Delayed,Crew,,2870,198030
FL01525,31-05-2025,SpiceJet,SG 470,Bombardier Q400,HYD,Hyderabad,MAA,Chennai,12:34,12:35,13:45,13:45,71,60,78,0.7692,Student,1,0,On Time,,,2810,168600
FL02292,31-05-2025,Air India Express,IX 744,Boeing 737-800,BLR,Bengaluru,GOI,Goa,22:27,22:35,23:42,23:46,75,131,180,0.7278,Leisure,8,4,On Time,,,2650,347150
FL03323,31-05-2025,Akasa Air,QP 959,Boeing 737 MAX 8,DEL,Delhi,GOI,Goa,13:21,13:23,15:56,15:56,155,121,189,0.6402,Student,2,0,On Time,,,8820,1067220
FL03512,31-05-2025,IndiGo,6E 721,ATR 72,CCU,Kolkata,MAA,Chennai,15:51,15:58,18:19,18:21,148,58,70,0.8286,Family,7,2,On Time,,,8250,478500
FL00446,01-06-2025,IndiGo,6E 495,Airbus A320neo,BLR,Bengaluru,GOI,Goa,20:10,20:12,21:22,21:26,72,154,180,0.8556,Student,2,4,On Time,,,2640,406560
FL00453,01-06-2025,Akasa Air,QP 192,Boeing 737 MAX 8,AMD,Ahmedabad,LKO,Lucknow,13:18,13:22,15:01,15:06,103,107,189,0.5661,Senior Citizen,4,5,On Time,,,4020,430140
FL01745,01-06-2025,IndiGo,6E 738,Airbus A320neo,BOM,Mumbai,DEL,Delhi,06:29,06:30,08:36,08:46,127,135,180,0.75,Family,1,10,On Time,,,5590,754650
FL02705,01-06-2025,IndiGo,6E 781,Airbus A320neo,MAA,Chennai,BLR,Bengaluru,09:33,09:37,10:18,10:28,45,135,180,0.75,Business,4,10,On Time,,,1800,243000
FL02920,01-06-2025,Air India Express,IX 936,Boeing 737-800,MAA,Chennai,BLR,Bengaluru,21:33,21:36,22:37,22:39,64,152,180,0.8444,Student,3,2,On Time,,,1800,273600
FL02978,01-06-2025,Air India,AI 488,Airbus A321,NAG,Nagpur,LKO,Lucknow,16:41,17:04,18:00,18:26,79,145,190,0.7632,Business,23,26,Delayed,Technical Issue,,4320,626400
FL03016,01-06-2025,IndiGo,6E 263,ATR 72,BLR,Bengaluru,CCU,Kolkata,22:01,22:07,00:49,00:55,168,45,70,0.6429,Senior Citizen,6,6,On Time,,,6850,308250
FL03274,01-06-2025,IndiGo,6E 499,Airbus A320neo,AMD,Ahmedabad,MAA,Chennai,14:30,16:13,16:53,18:32,143,113,180,0.6278,Business,103,99,Delayed,Weather,,6060,684780
FL03729,01-06-2025,IndiGo,6E 904,Airbus A320neo,BOM,Mumbai,MAA,Chennai,10:40,10:59,12:37,12:41,117,157,180,0.8722,Business,19,4,Delayed,Ground Operations,,6620,1039340
FL04139,01-06-2025,IndiGo,6E 379,Airbus A320neo,HYD,Hyderabad,BOM,Mumbai,08:10,08:19,09:33,09:45,83,162,180,0.9,Family,9,12,On Time,,,3300,534600
FL04770,01-06-2025,IndiGo,6E 873,Airbus A320neo,DEL,Delhi,CJB,Coimbatore,16:32,16:38,19:52,19:57,200,143,180,0.7944,Family,6,5,On Time,,,10640,1521520
FL00947,02-06-2025,SpiceJet,SG 344,Boeing 737-800,DEL,Delhi,AMD,Ahmedabad,15:14,15:20,16:48,16:48,94,122,189,0.6455,Family,6,0,On Time,,,3240,395280
FL01204,02-06-2025,IndiGo,6E 265,Airbus A320neo,BOM,Mumbai,CJB,Coimbatore,09:08,10:02,11:02,11:57,114,109,180,0.6056,Family,54,55,Delayed,Weather,,4320,470880
FL02106,02-06-2025,Air India Express,IX 679,Boeing 737-8,DEL,Delhi,COK,Kochi,06:20,07:27,10:00,11:11,220,130,189,0.6878,Business,67,71,Delayed,Air Traffic,,8430,1095900
FL03113,02-06-2025,IndiGo,6E 357,Airbus A320neo,NAG,Nagpur,COK,Kochi,11:51,14:38,14:08,16:42,137,89,180,0.4944,Student,167,154,Delayed,Technical Issue,,4360,388040
FL03173,02-06-2025,Akasa Air,QP 938,Boeing 737 MAX 8,COK,Kochi,CCU,Kolkata,14:31,15:38,17:36,18:55,185,115,189,0.6085,Family,67,79,Delayed,Technical Issue,,8480,975200
FL03561,02-06-2025,IndiGo,6E 765,Airbus A320neo,HYD,Hyderabad,BOM,Mumbai,11:42,12:56,13:03,14:28,81,159,180,0.8833,Leisure,74,85,Delayed,Air Traffic,,2830,449970
FL04905,02-06-2025,IndiGo,6E 991,Airbus A321neo,COK,Kochi,PNQ,Pune,07:14,07:14,09:16,09:16,122,96,220,0.4364,Business,0,0,On Time,,,3830,367680
FL00761,03-06-2025,IndiGo,6E 715,Airbus A321neo,DEL,Delhi,NAG,Nagpur,12:38,14:54,14:12,16:20,94,165,220,0.75,Business,136,128,Delayed,Weather,,4080,673200
FL01723,03-06-2025,Air India,AI 814,Boeing 787-8,MAA,Chennai,BOM,Mumbai,15:47,15:56,17:48,17:52,121,210,256,0.8203,Leisure,9,4,On Time,,,6150,1291500
FL01928,03-06-2025,Air India Express,IX 639,Boeing 737-8,GAU,Guwahati,COK,Kochi,07:23,07:32,11:09,11:12,226,132,189,0.6984,Senior Citizen,9,3,On Time,,,10670,1408440
FL01935,03-06-2025,SpiceJet,SG 541,Boeing 737-800,PNQ,Pune,BLR,Bengaluru,18:55,19:00,20:27,20:29,92,139,189,0.7354,Business,5,2,On Time,,,3490,485110
FL03148,03-06-2025,IndiGo,6E 389,Airbus A320neo,BLR,Bengaluru,BOM,Mumbai,14:23,14:23,15:59,15:59,96,130,180,0.7222,Leisure,0,0,On Time,,,4620,600600
FL04107,03-06-2025,Akasa Air,QP 367,Boeing 737 MAX 8,BLR,Bengaluru,BOM,Mumbai,09:23,09:32,11:05,11:10,102,148,189,0.7831,Business,9,5,On Time,,,3890,575720
FL00638,04-06-2025,SpiceJet,SG 274,Bombardier Q400,AMD,Ahmedabad,BLR,Bengaluru,15:55,17:36,17:58,19:18,123,68,78,0.8718,Senior Citizen,101,80,Delayed,Weather,,5960,405280
FL01777,04-06-2025,IndiGo,6E 778,ATR 72,HYD,Hyderabad,NAG,Nagpur,12:31,12:57,13:37,14:10,66,53,70,0.7571,Business,26,33,Delayed,Ground Operations,,2400,127200
FL02107,04-06-2025,Air India Express,IX 680,Boeing 737-8,PNQ,Pune,BLR,Bengaluru,18:52,19:00,20:33,20:44,101,120,189,0.6349,Senior Citizen,8,11,On Time,,,2790,334800
FL03883,04-06-2025,Air India,AI 869,Airbus A320,PNQ,Pune,BOM,Mumbai,08:02,08:02,08:47,08:47,45,114,174,0.6552,Leisure,0,0,On Time,,,1800,205200
FL04302,05-06-2025,Air India Express,IX 488,Boeing 737-8,HYD,Hyderabad,AMD,Ahmedabad,10:09,10:10,11:57,11:58,108,97,189,0.5132,Family,1,1,On Time,,,3590,348230
FL04821,05-06-2025,IndiGo,6E 911,Airbus A321neo,GOI,Goa,GAU,Guwahati,16:32,17:46,20:11,21:25,219,146,220,0.6636,Family,74,74,Delayed,Technical Issue,,10530,1537380
FL04960,05-06-2025,IndiGo,6E 237,Airbus A320neo,HYD,Hyderabad,MAA,Chennai,10:27,10:44,11:35,11:37,68,158,180,0.8778,Family,17,2,Delayed,Late Arrival of Aircraft,,2400,379200
FL00215,06-06-2025,Air India Express,IX 172,Boeing 737-8,MAA,Chennai,DEL,Delhi,08:36,08:39,11:47,11:47,191,138,189,0.7302,Leisure,3,0,On Time,,,8240,1137120
FL02979,06-06-2025,IndiGo,6E 236,Airbus A321neo,GAU,Guwahati,BLR,Bengaluru,19:40,20:03,23:03,23:33,203,109,220,0.4955,Business,23,30,Delayed,Weather,,8420,917780
FL03164,06-06-2025,IndiGo,6E 400,ATR 72,BLR,Bengaluru,MAA,Chennai,05:11,05:19,06:00,06:10,49,50,70,0.7143,Family,8,10,On Time,,,1800,90000
FL03954,06-06-2025,Akasa Air,QP 319,Boeing 737 MAX 8,CJB,Coimbatore,BLR,Bengaluru,05:24,05:24,06:14,06:19,50,150,189,0.7937,Family,0,5,On Time,,,1800,270000
FL04001,06-06-2025,Air India,AI 915,Boeing 787-8,LKO,Lucknow,HYD,Hyderabad,16:49,16:56,18:50,18:54,121,194,256,0.7578,Leisure,7,4,On Time,,,6640,1288160
FL00106,07-06-2025,IndiGo,6E 192,ATR 72,MAA,Chennai,CCU,Kolkata,10:30,10:31,12:59,13:04,149,53,70,0.7571,Leisure,1,5,On Time,,,7220,382660
FL00666,07-06-2025,Air India Express,IX 293,Boeing 737-8,AMD,Ahmedabad,DEL,Delhi,17:37,18:15,19:07,19:51,90,169,189,0.8942,Business,38,44,Delayed,Technical Issue,,4170,704730
